pincode,LAT ,Long
151511,30.2121,75.1171
152001,30.927546,74.610497
152002,31.00523,74.59755
152003,31.0341,74.8482
152004,30.927548,74.610499
152005,30.968536,74.991058
152020,30.927548,74.610499
152021,31.052868,74.820107
152022,30.7389566,74.3851329
152023,30.918105,74.616137
152024,30.927546,74.610497
152025,30.538932,74.653217
152026,30.66671,74.74999
152028,31.896945,75.255189
152031,30.65836,74.63284
152032,30.4718283,74.5122871
152033,30.97996,74.6816
152101,30.5455969,75.103443
152107,30.8642113,75.5524057
152112,30.4853,74.08622
152113,30.0889272,74.6515554
152114,30.2980666,75.3688779
152115,30.7444,74.67895
152116,30.9633257,72.2548723
152117,30.9265626,74.6135141
152118,30.927546,74.610497
152121,30.6874513,74.3172287
152122,30.927548,74.610499
152123,30.927546,74.610497
152124,30.54705,74.596
152128,30.9265636,74.6135131
152132,30.9265586,74.6135181
160001,30.7602777,76.8024722
160002,30.6923611,76.7909167
160003,30.692051,76.69841
160004,30.6473056,76.7890278
160006,30.742,76.7834
160009,30.7479167,76.7928333
160011,30.7599167,76.7838889
160012,30.7665555,76.7836111
160014,30.7576944,76.7686111
160015,30.7518611,76.7744722
160017,30.7423305,76.7833278
160018,30.7354722,76.7874444
160019,30.7389,76.8106
160020,30.7420833,76.7833611
160022,30.7336667,76.7725278
160023,30.7396389,76.7670278
160025,30.7529722,75.7185
160030,30.7420833,76.7833611
160036,30.7345833,76.7523611
160043,30.720284,76.743564
160047,30.7141944,75.9453611
160055,30.7585,76.66
160059,30.9666111,73.53025
160062,30.9666111,73.53025
160071,30.9666111,73.53025
160101,30.7159722,76.8318056
160102,30.6922778,76.8096111
160103,30.692051,76.69841
160104,30.692051,76.69841
171001,31.1055833,77.1828611
171002,31.104605,77.173424
171003,31.925,77.4096
171004,31.263,77.4096
171005,31.40487,77.601913
171006,31.222,77.325
171007,31.21047,77.406036
171008,31.101,77.1301
171009,31.2115,77.4064
171010,31.0689,77.1341
171011,31.216,77.189
171012,31.313,77.932
171013,31.40487,77.601913
171014,31.2196,77.40601
171015,31.1669,77.1746
171018,31.925,77.408
171019,31.825,77.529
171102,31.232545,76.934417
171103,31.2189,77.0406
171201,31.412,77.316
171202,77.1746525,77.824237
171203,31.289,77.4021
171204,31.2102,77.1293
171205,31.4048778,77.12942
171206,31.925,77.8906
171207,331.2,77.752
171208,31.2373,77.8739
171209,31.40487,77.601913
171210,31.658,77.665
171211,31.9613,77.6067
171212,31.23,77.44
171213,31.295,77.416
171214,31.2375,77.8272778
171215,31.1088795,77.6664896
171216,77.824237,31.237545
171217,31.2145,77.40645
171218,31.0238333,77.1908333
171219,31.121,77.198
171220,31.40487,77.601913
171221,31.2136111,78.0923333
171222,31.235,77.632
171223,31.2086944,77.7001111
171224,31.288,77.698
171225,31.925,77.302
171226,31.288,77.1293
171301,31.921,77.173
172001,31.47335,77.75305
172002,31.58187,77.68903
172021,31.491271,77.657108
172022,31.4149,77.63435
172023,31.957851,77.1094597
172024,31.330469,77.421607
172025,31.370982,77.517142
172026,31.5184371,77.4020518
172027,31.344097,77.374162
172028,31.340239,77.541068
172029,31.3182769,77.4458091
172030,31.43165,78.18115
172031,31.3182769,77.4458091
172032,31.4581,77.64389
172033,31.387228,77.433509
172034,31.525967,77.794176
172101,31.6197766,77.747347
172102,31.51182,77.796148
172103,31.555017,77.975402
172104,31.5581487,77.9467301
172105,31.5131,78.2236
172106,31.4363598,78.2578426
172107,31.5392137,78.2712848
172108,31.6525,78.24485
